Time_Frame,TM_Srvc_Type,Time_Frame_Yr,Time_Frame_Mth,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,TM_Bene_Cnt,Tot_Bene_Cnt,TM_Bene_Pct
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Georgia,All,Hispanic,All,All,All,All,1157,13087,8.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Georgia,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Georgia,All,White,All,All,All,All,40198,456724,8.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Georgia,Medicare & Medicaid,All,All,All,All,All,15593,188733,8.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Georgia,Medicare Only,All,All,All,All,All,43069,497462,8.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,Aged,All,All,12120,81406,14.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,65-74,All,5840,38231,15.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,75-84,All,4359,29587,14.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,85 and over,All,2261,15656,14.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,All,All,13960,92079,15.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,All,Rural,3609,23759,15.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,All,Urban,10349,68311,15.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,All,Less than 65,All,1500,8605,17.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,Disabled,All,All,1318,7265,18.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,All,ESRD,All,All,522,3408,15.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,Female,All,All,All,8054,51304,15.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,All,Male,All,All,All,5906,40775,14.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,American Indian / Alaska Native,All,All,All,All,18,98,18.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,Asian,All,All,All,All,5997,46377,12.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,Black/African American,All,All,All,All,133,847,15.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,Hispanic,All,All,All,All,944,6166,15.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,All,White,All,All,All,All,5192,27416,18.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,Medicare & Medicaid,All,All,All,All,All,2586,20516,12.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Hawaii,Medicare Only,All,All,All,All,All,11374,71563,15.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,Aged,All,All,7361,95720,7.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,65-74,All,4018,48777,8.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,75-84,All,2589,34749,7.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,85 and over,All,835,13085,6.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,All,All,10117,113838,8.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,All,Rural,2758,35982,7.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,All,Urban,7359,77847,9.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,All,Less than 65,All,2675,17227,15.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,Disabled,All,All,2590,16570,15.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,All,ESRD,All,All,166,1548,10.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,Female,All,All,All,6160,64210,9.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,All,Male,All,All,All,3957,49628,8.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,American Indian / Alaska Native,All,All,All,All,75,897,8.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,Asian,All,All,All,All,75,849,8.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,Black/African American,All,All,All,All,38,338,11.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,Hispanic,All,All,All,All,342,4572,7.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,All,White,All,All,All,All,9380,104936,8.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,Medicare & Medicaid,All,All,All,All,All,2997,23497,12.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Idaho,Medicare Only,All,All,All,All,All,7120,90341,7.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,Aged,All,All,81408,656474,12.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,65-74,All,40418,309823,13.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,75-84,All,29276,237810,12.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,85 and over,All,13164,120689,10.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,All,All,101293,771614,13.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,All,Rural,8667,121529,7.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,All,Urban,92601,649885,14.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,All,Less than 65,All,18435,103292,17.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,Disabled,All,All,17535,96168,18.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,All,ESRD,All,All,2350,18972,12.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,Female,All,All,All,61941,446161,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,All,Male,All,All,All,39352,325453,12.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,American Indian / Alaska Native,All,All,All,All,63,347,18.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,Asian,All,All,All,All,2467,18340,13.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,Black/African American,All,All,All,All,19065,110862,17.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,Hispanic,All,All,All,All,7984,51227,15.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,All,White,All,All,All,All,69498,574268,12.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,Medicare & Medicaid,All,All,All,All,All,30198,190518,15.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Illinois,Medicare Only,All,All,All,All,All,71095,581096,12.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,Aged,All,All,34163,361724,9.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,65-74,All,18318,177517,10.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,75-84,All,11842,129110,9.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,85 and over,All,4484,60657,7.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,All,All,47912,446377,10.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,All,Rural,9985,121988,8.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,All,Urban,37899,324196,11.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,All,Less than 65,All,13268,79093,16.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,Disabled,All,All,12876,75178,17.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,All,ESRD,All,All,873,9475,9.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,Female,All,All,All,29685,259601,11.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,All,Male,All,All,All,18227,186776,9.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,American Indian / Alaska Native,All,All,All,All,41,240,17.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,Asian,All,All,All,All,262,2261,11.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,Black/African American,All,All,All,All,5880,37591,15.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,Hispanic,All,All,All,All,1071,8727,12.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,All,White,All,All,All,All,39818,389604,10.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,Medicare & Medicaid,All,All,All,All,All,16659,119521,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Indiana,Medicare Only,All,All,All,All,All,31253,326856,9.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,Aged,All,All,11615,176616,6.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,65-74,All,6020,82867,7.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,75-84,All,3702,62328,5.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,85 and over,All,2008,33195,6.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,All,All,16187,207547,7.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,All,Rural,7378,101293,7.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,All,Urban,8787,106134,8.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,All,Less than 65,All,4457,29157,15.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,Disabled,All,All,4360,28029,15.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,All,ESRD,All,All,212,2902,7.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,Female,All,All,All,9910,118030,8.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,All,Male,All,All,All,6277,89517,7.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,American Indian / Alaska Native,All,All,All,All,30,319,9.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,Asian,All,All,All,All,84,1201,7.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,Black/African American,All,All,All,All,446,4469,10.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,Hispanic,All,All,All,All,240,2755,8.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,All,White,All,All,All,All,15081,195095,7.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,Medicare & Medicaid,All,All,All,All,All,5722,42500,13.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Iowa,Medicare Only,All,All,All,All,All,10465,165047,6.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,Aged,All,All,9829,156086,6.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,65-74,All,5027,73835,6.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,75-84,All,3316,55467,6.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,85 and over,All,1601,28704,5.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,All,All,13290,184375,7.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,All,Rural,4985,75538,6.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,All,Urban,8292,108599,7.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,All,Less than 65,All,3346,26369,12.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,Disabled,All,All,3219,24980,12.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,All,ESRD,All,All,242,3309,7.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,Female,All,All,All,8117,105501,7.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,All,Male,All,All,All,5173,78874,6.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,American Indian / Alaska Native,All,All,All,All,69,1004,6.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,Asian,All,All,All,All,79,1566,5.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,Black/African American,All,All,All,All,758,9756,7.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,Hispanic,All,All,All,All,361,6045,6.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,All,White,All,All,All,All,11770,162911,7.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,Medicare & Medicaid,All,All,All,All,All,3699,34609,10.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kansas,Medicare Only,All,All,All,All,All,9591,149766,6.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,Aged,All,All,24465,273227,9.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,65-74,All,13927,145955,9.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,75-84,All,7941,93897,8.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,85 and over,All,2857,36925,7.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,All,All,35511,353882,10.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,All,Rural,18420,180784,10.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,All,Urban,16961,171696,9.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,All,Less than 65,All,10786,77105,14.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,Disabled,All,All,10561,74558,14.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,All,ESRD,All,All,485,6097,8.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,Female,All,All,All,22000,203572,10.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,All,Male,All,All,All,13511,150310,9.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,American Indian / Alaska Native,All,All,All,All,13,142,9.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,Asian,All,All,All,All,116,1256,9.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,Black/African American,All,All,All,All,1894,23216,8.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,Hispanic,All,All,All,All,277,2373,11.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,All,White,All,All,All,All,32800,322576,10.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,Medicare & Medicaid,All,All,All,All,All,12659,100695,12.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Kentucky,Medicare Only,All,All,All,All,All,22852,253187,9.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Louisiana,All,All,All,Aged,All,All,29101,278196,10.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Louisiana,All,All,All,All,65-74,All,16491,148618,11.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Louisiana,All,All,All,All,75-84,All,9737,96832,10.1% 
